,name,title_english,title_japanese,type,source,producers,genre,studio,episodes,duration,rating,score,scored_by,rank,popularity,favorites,broadcast,premiered_season,premiered_year
10719,Joker Game,Joker Game,ジョーカー・ゲーム,TV,Novel,Frontier Works,Historical,Production I.G,12.0,23 min per ep,R - 17+ (violence & profanity),7.12,59446.0,3197.0,641.0,478.0,Tuesdays at 23:00 (JST),Spring,2016
10720,Mini Van 2nd Season,Mini Van,みにヴぁん,TV,4-koma manga,HeART-BIT,Comedy,DLE,26.0,3 min per ep,PG-13 - Teens 13 or older,6.09,47.0,12067.0,9805.0,0.0,Saturdays at 10:30 (JST),Fall,2015
10721,Nijiiro Days,Rainbow Days,虹色デイズ,TV,Manga,YTV,Shoujo,Production Reed,24.0,13 min per ep,PG-13 - Teens 13 or older,7.48,46361.0,1749.0,898.0,494.0,Sundays at 22:00 (JST),Winter,2016
10722,Binan Koukou Chikyuu Boueibu LOVE! LOVE!,Cute High Earth Defense Club LOVE! LOVE!,美男高校地球防衛部LOVE！LOVE！,TV,Original,Pony Canyon,School,Studio Comet,12.0,24 min per ep,PG-13 - Teens 13 or older,7.17,6731.0,2983.0,2917.0,93.0,Fridays at 02:35 (JST),Summer,2016
10724,Minami Kamakura Koukou Joshi Jitenshabu,Minami Kamakura High School Girls Cycling Club,南鎌倉高校女子自転車部,TV,Manga,Genco,School,J.C.Staff,12.0,23 min per ep,PG-13 - Teens 13 or older,6.24,4472.0,6890.0,3455.0,6.0,Saturdays at 00:00 (JST),Winter,2017
10729,Ginga Eiyuu Densetsu: Die Neue These - Kaikou,Legend of Galactic Heroes Die Neue These Encounter,銀河英雄伝説 Die Neue These 邂逅,TV,Novel,Shochiku,Action,Production I.G,12.0,25 min per ep,R - 17+ (violence & profanity),7.65,15211.0,1229.0,1754.0,124.0,Tuesdays at 21:00 (JST),Spring,2018
10731,Wagamama High Spec,Wagamama High Spec,ワガママハイスペック,TV,Visual novel,Hobi Animation,Comedy,AXsiZ,12.0,3 min per ep,PG-13 - Teens 13 or older,5.45,10042.0,9053.0,2485.0,37.0,Tuesdays at 01:10 (JST),Spring,2016
10732,Teekyuu 6,Teekyu 6,てーきゅう 6期,TV,Manga,DAX Production,Sports,Millepensee,12.0,2 min per ep,PG-13 - Teens 13 or older,6.73,6230.0,4787.0,3744.0,12.0,Tuesdays at 01:05 (JST),Fall,2015
10733,Musaigen no Phantom World,Myriad Colors Phantom World,無彩限のファントム・ワールド,TV,Light novel,Lantis,Fantasy,Kyoto Animation,13.0,24 min per ep,PG-13 - Teens 13 or older,6.99,126941.0,3709.0,292.0,930.0,Thursdays at 00:00 (JST),Winter,2016
10737,Norn9: Norn+Nonet,Norn9,NORN9 ノルン+ノネット,TV,Visual novel,Frontier Works,Adventure,Kinema Citrus,12.0,24 min per ep,PG-13 - Teens 13 or older,6.68,17958.0,4988.0,1562.0,206.0,Thursdays at 21:30 (JST),Winter,2016
10739,Code:Realize - Sousei no Himegimi,Code:Realize ~Guardian of Rebirth~,Code:Realize ～創世の姫君～,TV,Visual novel,Frontier Works,Josei,M.S.C,12.0,23 min per ep,PG-13 - Teens 13 or older,6.7,11938.0,4879.0,1680.0,185.0,Saturdays at 20:00 (JST),Fall,2017
10746,Bungou Stray Dogs,Bungo Stray Dogs,文豪ストレイドッグス,TV,Manga,Lantis,Super Power,Bones,12.0,23 min per ep,R - 17+ (violence & profanity),7.82,190064.0,858.0,152.0,5777.0,Thursdays at 01:05 (JST),Spring,2016
10754,Pan de Peace!,Pan de Peace!,パンでPeace！,TV,4-koma manga,Jinnan Studio,Comedy,Asahi Production,13.0,3 min per ep,PG-13 - Teens 13 or older,5.62,10726.0,8691.0,2616.0,25.0,Sundays at 20:55 (JST),Spring,2016
10756,High School Fleet,High School Fleet,ハイスクール・フリート,TV,Original,Aniplex,Military,Production IMS,12.0,24 min per ep,PG-13 - Teens 13 or older,7.33,27123.0,2344.0,1387.0,530.0,Sundays at 00:00 (JST),Spring,2016
10767,Ninja-tai Gatchaman ZIP!,Good morning Ninja squad Gatchaman,おはよう忍者隊ガッチャマン,TV,Unknown,Oddjob,Comedy,,475.0,1 min per ep,G - All Ages,5.8,51.0,8262.0,10969.0,1.0,Unknown,Spring,2011
10769,Anitore! EX,Anime de Training! Ex,あにトレ！ＥＸ,TV,Original,Earth Star Entertainment,Sports,Rising Force,12.0,4 min per ep,PG-13 - Teens 13 or older,5.52,8525.0,8888.0,2764.0,30.0,Tuesdays at 01:11 (JST),Fall,2015
10772,Larva,Larva,라바,TV,Original,TUBA,Comedy,,26.0,6 min per ep,G - All Ages,5.98,218.0,7783.0,10428.0,3.0,Saturdays at Unknown,Spring,2011
10773,Manaria Friends,Mysteria Friends,マナリアフレンズ,TV,Game,Cygames,Demons,CygamesPictures,10.0,15 min per ep,None,6.52,2543.0,5715.0,1708.0,78.0,Mondays at 00:30 (JST),Winter,2019
10775,Sekkou Boys,Sekko Boys,石膏ボーイズ,TV,Original,Kadokawa Pictures Japan,Music,LIDENFILMS,12.0,7 min per ep,PG-13 - Teens 13 or older,6.34,15782.0,6491.0,2010.0,63.0,Fridays at 23:09 (JST),Winter,2016
10777,Peeping Life TV: Season 1??,Peeping Life (Peping Life) TV Season 1 ??,Peeping Life（ピーピングライフ）TV シーズン1 ??,TV,Unknown,,Comedy,Tatsunoko Production,12.0,23 min per ep,G - All Ages,5.73,550.0,8423.0,7442.0,7.0,Sundays at 02:55 (JST),Fall,2015
10781,Doushitemo Eto ni Hairitai,I really want to be in the zodiac,どうしても干支にはいりたい,TV,Web manga,Studio Mausu,Comedy,Pollyanna Graphics,13.0,6 min per ep,G - All Ages,6.49,37.0,10822.0,11527.0,2.0,Sundays at 09:20 (JST),Fall,2015
10782,Prince of Stride: Alternative,Prince of Stride: Alternative,プリンス・オブ・ストライド　オルタナティブ,TV,Visual novel,Media Factory,Sports,Madhouse,12.0,24 min per ep,PG-13 - Teens 13 or older,7.02,49480.0,3609.0,874.0,541.0,Tuesdays at 23:00 (JST),Winter,2016
10783,Miss Monochrome: The Animation 3,Miss Monochrome -THE ANIMATION-3,ミス・モノクローム -The Animation- 3,TV,Original,Starchild Records,Music,SANZIGEN,13.0,7 min per ep,G - All Ages,6.61,5116.0,5319.0,3852.0,5.0,Fridays at 22:30 (JST),Fall,2015
10785,Neko no Dayan: Nihon e Iku,Cat Dayang Go to Japan,猫のダヤン　日本へ行く,TV,Picture book,,Kids,Kachidoki Studio,12.0,Unknown,G - All Ages,6.43,21.0,12244.0,11925.0,0.0,Saturdays at 07:00 (JST),Fall,2015
10787,Sansha Sanyou,"Three Leaves, Three Colors",三者三葉,TV,4-koma manga,AT-X,Comedy,Doga Kobo,12.0,24 min per ep,PG-13 - Teens 13 or older,7.17,14968.0,3006.0,1849.0,101.0,Mondays at 00:00 (JST),Spring,2016
10788,Ketsuekigata-kun! 3,Blood type!3,血液型くん！3,TV,Web manga,Earth Star Entertainment,Comedy,feel.,12.0,2 min per ep,PG-13 - Teens 13 or older,6.46,868.0,5952.0,7192.0,1.0,Tuesdays at 01:08 (JST),Fall,2015
10790,Brave Beats,Brave Beats,ブレイブビーツ,TV,Original,,Adventure,Bandai Namco Pictures,22.0,23 min per ep,G - All Ages,6.58,912.0,5428.0,6366.0,21.0,Sundays at 07:00 (JST),Fall,2015
10792,JK Meshi!,JK-MESHI!,ＪＫめし！,TV,Original,,Comedy,Kyotoma,26.0,3 min per ep,PG-13 - Teens 13 or older,4.64,2657.0,10057.0,4199.0,3.0,Tuesdays at 01:00 (JST),Fall,2015
10793,Ajin,Ajin: Demi-Human,亜人,TV,Manga,Mainichi Broadcasting System,Horror,Polygon Pictures,13.0,24 min per ep,R - 17+ (violence & profanity),7.64,149757.0,1247.0,246.0,2062.0,Saturdays at 01:55 (JST),Winter,2016
10801,All Out!!,All Out!!,オールアウト!!,TV,Manga,Telecom Animation Film,Seinen,Madhouse,25.0,24 min per ep,PG-13 - Teens 13 or older,7.2,25962.0,2845.0,1361.0,242.0,Fridays at 00:00 (JST),Fall,2016
10802,Pokemon XY&Z,Pokémon the Series: XYZ,ポケットモンスターXY&Z,TV,Game,,Fantasy,OLM,47.0,23 min per ep,PG - Children,7.77,20222.0,959.0,2008.0,407.0,Thursdays at 18:55 (JST),Fall,2015
10809,Kyoukai no Rinne 2nd Season,RIN-NE,境界のRINNE　第２シリーズ,TV,Manga,Shogakukan Productions,Romance,Brain's Base,25.0,24 min per ep,PG-13 - Teens 13 or older,7.26,8601.0,2624.0,2612.0,31.0,Saturdays at 17:30 (JST),Spring,2016
10812,Ooyasan wa Shishunki!,Ooya-san wa Shishunki!,大家さんは思春期！,TV,4-koma manga,Genco,Slice of Life,Seven Arcs Pictures,12.0,2 min per ep,PG-13 - Teens 13 or older,6.61,17624.0,5320.0,2185.0,26.0,Sundays at 22:27 (JST),Winter,2016
10814,Granblue Fantasy The Animation,GRANBLUE FANTASY The Animation,GRANBLUE FANTASY The Animation,TV,Game,Aniplex,Fantasy,A-1 Pictures,13.0,23 min per ep,PG-13 - Teens 13 or older,6.81,29237.0,4373.0,1032.0,171.0,Sundays at 00:00 (JST),Spring,2017
10815,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",Ace Attorney,逆転裁判 ～その「真実」、異議あり！～,TV,Game,Aniplex,Comedy,A-1 Pictures,24.0,24 min per ep,PG-13 - Teens 13 or older,6.46,26254.0,5948.0,1114.0,289.0,Saturdays at 17:30 (JST),Spring,2016
10816,Monster Hunter Stories: Ride On,Monster Hunter Stories: Ride On,モンスターハンターストーリーズ RIDE ON,TV,Game,Dentsu,Fantasy,David Production,75.0,24 min per ep,PG-13 - Teens 13 or older,6.29,1040.0,6688.0,3759.0,27.0,Sundays at 08:30 (JST),Fall,2016
10817,Sushi Police,SUSHI POLICE,SUSHI POLICE（スシポリス）,TV,Original,Dentsu,Comedy,KOO-KI,13.0,3 min per ep,PG-13 - Teens 13 or older,4.69,3286.0,10029.0,3846.0,16.0,Thursdays at 01:00 (JST),Winter,2016
10819,Dagashi Kashi,Dagashi Kashi,だがしかし,TV,Manga,Pony Canyon,Shounen,feel.,12.0,24 min per ep,PG-13 - Teens 13 or older,6.7,104009.0,4883.0,340.0,675.0,Fridays at 02:16 (JST),Winter,2016
10820,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",GATE,GATE（ゲート）自衛隊　彼の地にて、斯く戦えり　第2クール,TV,Novel,Genco,Adventure,A-1 Pictures,12.0,23 min per ep,R - 17+ (violence & profanity),7.89,172464.0,718.0,286.0,1332.0,Saturdays at 01:05 (JST),Winter,2016
10829,3-gatsu no Lion,March comes in like a lion,3月のライオン,TV,Manga,Aniplex,Slice of Life,Shaft,22.0,25 min per ep,PG-13 - Teens 13 or older,8.44,86188.0,138.0,349.0,5307.0,Saturdays at 23:00 (JST),Fall,2016
10838,Kaitou Joker 3rd Season,JOKER 3rd Season,怪盗ジョーカー シーズン,TV,Manga,Vega Entertainment,Mystery,Shin-Ei Animation,13.0,24 min per ep,PG - Children,7.29,1086.0,2508.0,6487.0,13.0,Mondays at 19:00 (JST),Spring,2016
10840,Larva 2nd Season,Larva,라바,TV,Unknown,TUBA,Comedy,,34.0,2 min per ep,G - All Ages,6.12,140.0,7344.0,11334.0,2.0,Unknown,Winter,2013
10845,Super Lovers,Super Lovers,SUPER LOVERS（スーパーラヴァーズ）,TV,Manga,Kadokawa Shoten,Comedy,Studio Deen,10.0,24 min per ep,PG-13 - Teens 13 or older,7.47,33973.0,1790.0,1371.0,839.0,Wednesdays at 23:30 (JST),Spring,2016
10866,Divine Gate,Divine Gate,ディバインゲート,TV,Game,,Fantasy,Studio Pierrot,12.0,23 min per ep,PG-13 - Teens 13 or older,5.77,44216.0,8334.0,832.0,232.0,Fridays at 22:30 (JST),Winter,2016
10869,Rewrite,Rewrite,リライト,TV,Visual novel,Aniplex,Comedy,8bit,13.0,24 min per ep,PG-13 - Teens 13 or older,6.81,53949.0,4399.0,721.0,489.0,Saturdays at 23:30 (JST),Summer,2016
10870,Nanatsu no Taizai: Seisen no Shirushi,The Seven Deadly Sins: Signs of Holy War,七つの大罪 聖戦の予兆,TV,Manga,Aniplex,Shounen,A-1 Pictures,4.0,24 min per ep,PG-13 - Teens 13 or older,7.4,119569.0,2069.0,368.0,419.0,Sundays at 17:00 (JST),Summer,2016
10872,Bishoujo Senshi Sailor Moon Crystal Season III,Pretty Guardian Sailor Moon Crystal Season III,美少女戦士セーラームーンCrystal　第３期＜デス・バスターズ編＞,TV,Manga,Starchild Records,Romance,Toei Animation,13.0,24 min per ep,PG-13 - Teens 13 or older,7.82,13078.0,856.0,2378.0,240.0,Mondays at 23:00 (JST),Spring,2016
10874,Gakusen Toshi Asterisk 2nd Season,The Asterisk War Season 2,学戦都市アスタリスク,TV,Light novel,Aniplex,Comedy,A-1 Pictures,12.0,24 min per ep,PG-13 - Teens 13 or older,7.3,112446.0,2457.0,435.0,541.0,Saturdays at 22:30 (JST),Spring,2016
10877,Magi: Sinbad no Bouken (TV),Magi: Adventure of Sinbad,マギ シンドバッドの冒険,TV,Manga,Aniplex,Shounen,Lay-duce,13.0,24 min per ep,PG-13 - Teens 13 or older,8.1,93663.0,445.0,488.0,770.0,Saturdays at 02:25 (JST),Spring,2016
10878,Dochamon Junior,Dochan Jui,どちゃもん じゅにあ,TV,Original,Calf Studio,Comedy,,16.0,9 min per ep,G - All Ages,4.66,32.0,10784.0,12714.0,0.0,Mondays at 18:45 (JST),Fall,2015
10879,Oshiri Kajiri Mushi (TV) 4th Season,Bottom Biting Bug 4,おしりかじり虫　第４シリーズ,TV,Music,NHK,Comedy,Kinema Citrus,10.0,5 min per ep,G - All Ages,5.47,137.0,8998.0,10817.0,1.0,Mondays at 18:25 (JST),Fall,2015
10882,Ganbare! Lulu Lolo 3rd Season,TINY★TWIN★BEARS 3rd Season,がんばれ！ルルロロ　第３シリーズ,TV,Picture book,,Slice of Life,Fanworks,10.0,5 min per ep,PG - Children,6.0,15.0,10967.0,12507.0,0.0,Thursdays at 06:40 (JST),Winter,2016
10892,Nejimaki Seirei Senki: Tenkyou no Alderamin,Alderamin on the Sky,ねじ巻き精霊戦記 天鏡のアルデラミン,TV,Light novel,Imagin,Military,Madhouse,13.0,23 min per ep,R - 17+ (violence & profanity),7.87,88476.0,769.0,519.0,901.0,Saturdays at 01:05 (JST),Summer,2016
10895,Amanchu!,Amanchu!,あまんちゅ！,TV,Manga,Production I.G,Shounen,J.C.Staff,12.0,23 min per ep,PG-13 - Teens 13 or older,7.34,23399.0,2300.0,1363.0,279.0,Fridays at 23:00 (JST),Summer,2016
10899,Yowamushi Pedal: New Generation,Yowamushi Pedal NEW GENERATION,弱虫ペダル NEW GENERATION,TV,Manga,TV Tokyo,Shounen,TMS Entertainment,25.0,23 min per ep,PG-13 - Teens 13 or older,7.82,17522.0,870.0,1905.0,110.0,Tuesdays at 01:35 (JST),Winter,2017
10903,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,Active Raid,アクティヴレイド　－機動強襲室第八係－,TV,Original,Sotsu,Sci-Fi,Production IMS,12.0,24 min per ep,PG-13 - Teens 13 or older,5.93,15098.0,7883.0,1729.0,55.0,Thursdays at 22:00 (JST),Winter,2016
10904,Mahou Shoujo Nante Mou Ii Desukara.,Mahou Shoujo Nante Mouiidesukara,魔法少女なんてもういいですから。,TV,Web manga,Earth Star Entertainment,Comedy,Pine Jam,12.0,4 min per ep,PG-13 - Teens 13 or older,5.98,8688.0,7785.0,2990.0,12.0,Tuesdays at 01:11 (JST),Winter,2016
10906,Kiznaiver,Kiznaiver,キズナイーバー,TV,Original,Aniplex,Romance,Trigger,12.0,24 min per ep,PG-13 - Teens 13 or older,7.56,177313.0,1488.0,182.0,2841.0,Saturdays at 23:30 (JST),Spring,2016
10907,Kuma Miko,Kumamiko: Girl Meets Bear,くまみこ,TV,Manga,AT-X,Comedy,Kinema Citrus,12.0,24 min per ep,PG-13 - Teens 13 or older,6.33,22346.0,6525.0,1534.0,73.0,Sundays at 23:30 (JST),Spring,2016
10911,"Kono Danshi, Mahou ga Oshigoto Desu.",This Boy is a Professional Wizard,この男子、魔法がお仕事です。,TV,Original,,Magic,CoMix Wave Films,4.0,7 min per ep,PG-13 - Teens 13 or older,7.17,8111.0,3000.0,3186.0,41.0,Fridays at 23:17 (JST),Winter,2016
10912,Arslan Senki (TV): Fuujin Ranbu,The Heroic Legend of Arslan: Dust Storm Dance,アルスラーン戦記  風塵乱舞,TV,Manga,Mainichi Broadcasting System,Shounen,LIDENFILMS,8.0,24 min per ep,PG-13 - Teens 13 or older,7.6,48558.0,1356.0,1044.0,147.0,Sundays at 17:00 (JST),Summer,2016
10921,Masou Gakuen HxH,Hybrid x Heart Magias Academy Ataraxia,魔装学園H×H,TV,Light novel,Kadokawa Shoten,Harem,Production IMS,12.0,24 min per ep,R+ - Mild Nudity,6.4,55147.0,6207.0,708.0,425.0,Wednesdays at 00:30 (JST),Summer,2016
10923,Ojisan to Marshmallow,Ojisan and Marshmallow,おじさんとマシュマロ,TV,Web manga,DAX Production,Slice of Life,Creators in Pack,12.0,3 min per ep,PG-13 - Teens 13 or older,6.67,24733.0,5027.0,1818.0,56.0,Fridays at 01:00 (JST),Winter,2016
10926,Hai to Gensou no Grimgar,Grimgar: Ashes and Illusions,灰と幻想のグリムガル,TV,Light novel,TOHO animation,Fantasy,A-1 Pictures,12.0,24 min per ep,PG-13 - Teens 13 or older,7.81,201565.0,878.0,166.0,3818.0,Mondays at 00:30 (JST),Winter,2016
10939,Mahoutsukai Precure!,Maho Girls Precure!,魔法つかいプリキュア！,TV,Original,ABC Animation,School,Toei Animation,50.0,24 min per ep,G - All Ages,7.1,1610.0,3294.0,4685.0,48.0,Sundays at 08:30 (JST),Winter,2016
10953,Shoujo-tachi wa Kouya wo Mezasu,Girls Beyond the Wasteland,少女たちは荒野を目指す,TV,Visual novel,Sotsu,School,Barnum Studio,12.0,24 min per ep,PG-13 - Teens 13 or older,6.39,30974.0,6267.0,1149.0,130.0,Thursdays at 22:30 (JST),Winter,2016
10963,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,JoJo's Bizarre Adventure: Diamond is Unbreakable,ジョジョの奇妙な冒険 ダイヤモンドは砕けない,TV,Manga,Warner Bros. Japan,Drama,David Production,39.0,23 min per ep,R - 17+ (violence & profanity),8.64,134149.0,64.0,352.0,9765.0,Saturdays at 00:30 (JST),Spring,2016
10967,Kono Bijutsubu ni wa Mondai ga Aru!,This Art Club Has a Problem!,この美術部には問題がある！,TV,Manga,TBS,Comedy,feel.,12.0,24 min per ep,PG-13 - Teens 13 or older,7.39,59379.0,2105.0,684.0,382.0,Fridays at 02:28 (JST),Summer,2016
10968,New Game!,New Game!,NEW GAME!,TV,4-koma manga,Frontier Works,Slice of Life,Doga Kobo,12.0,24 min per ep,PG-13 - Teens 13 or older,7.73,109516.0,1047.0,367.0,1956.0,Mondays at 22:30 (JST),Summer,2016
10969,Boku no Hero Academia,My Hero Academia,僕のヒーローアカデミア,TV,Manga,Dentsu,Action,Bones,13.0,24 min per ep,PG-13 - Teens 13 or older,8.42,625249.0,152.0,15.0,28657.0,Sundays at 17:00 (JST),Spring,2016
10980,Hibike! Euphonium 2,Sound! Euphonium 2,響け！ユーフォニアム2,TV,Novel,Lantis,Music,Kyoto Animation,13.0,23 min per ep,PG-13 - Teens 13 or older,8.29,54900.0,259.0,890.0,1464.0,Thursdays at 00:00 (JST),Fall,2016
10982,Yami Shibai 3,Yamishibai: Japanese Ghost Stories 3,闇芝居 3期,TV,Original,TV Tokyo,Supernatural,ILCA,13.0,4 min per ep,PG-13 - Teens 13 or older,6.31,10797.0,6618.0,2919.0,27.0,Mondays at 02:35 (JST),Winter,2016
10989,Oshiete! Galko-chan,Please tell me! Galko-chan,おしえて! ギャル子ちゃん,TV,Digital manga,,Slice of Life,feel.,12.0,7 min per ep,PG-13 - Teens 13 or older,7.18,43395.0,2961.0,1016.0,353.0,Fridays at 22:30 (JST),Winter,2016
10993,Bubuki Buranki,BBK/BRNK,ブブキ・ブランキ,TV,Original,Dentsu,Sci-Fi,SANZIGEN,12.0,24 min per ep,PG-13 - Teens 13 or older,6.38,20263.0,6281.0,1494.0,94.0,Saturdays at 22:00 (JST),Winter,2016
10997,Seikaisuru Kado,KADO: The Right Answer,正解するカド,TV,Original,Kinoshita Group Holdings,Sci-Fi,Toei Animation,12.0,23 min per ep,PG-13 - Teens 13 or older,6.96,28195.0,3821.0,1185.0,164.0,Fridays at 22:30 (JST),Spring,2017
10999,Show By Rock!! #,Show By Rock!! 2,SHOW BY ROCK!! ＃,TV,Game,Shochiku,Music,Bones,12.0,23 min per ep,PG-13 - Teens 13 or older,7.08,5606.0,3371.0,3105.0,46.0,Sundays at 22:00 (JST),Fall,2016
11000,Show By Rock!! Short!!,Show By Rock!! Short!!,SHOW BY ROCK!! しょ～と!!,TV,Game,Pony Canyon,Comedy,Bones,12.0,3 min per ep,PG-13 - Teens 13 or older,6.41,3275.0,6177.0,4212.0,16.0,Tuesdays at 01:00 (JST),Summer,2016
11010,Luck & Logic,Luck & Logic,ラクエンロジック,TV,Card game,Bandai Visual,Action,Doga Kobo,12.0,24 min per ep,PG-13 - Teens 13 or older,6.21,29196.0,7006.0,1248.0,129.0,Saturdays at 22:30 (JST),Winter,2016
11017,Tanaka-kun wa Itsumo Kedaruge,Tanaka-kun is Always Listless,田中くんはいつもけだるげ,TV,Web manga,Bandai Visual,Comedy,Silver Link.,12.0,24 min per ep,PG-13 - Teens 13 or older,8.01,86701.0,562.0,479.0,2138.0,Saturdays at 22:00 (JST),Spring,2016
11019,Sousei no Onmyouji,Twin Star Exorcists,双星の陰陽師,TV,Manga,TV Tokyo,Fantasy,Studio Pierrot,50.0,24 min per ep,PG-13 - Teens 13 or older,7.42,82426.0,1981.0,328.0,1813.0,Wednesdays at 18:25 (JST),Spring,2016
11024,Narara Superboard,The Flying Superboard,날아라 슈퍼보드,TV,Manga,KBS,Adventure,,54.0,22 min per ep,PG - Children,6.17,23.0,12223.0,13214.0,0.0,Tuesdays at Unknown,Summer,1990
11044,Shounen Maid,Shonen Maid,少年メイド,TV,Manga,Kadokawa Shoten,Comedy,8bit,12.0,24 min per ep,PG-13 - Teens 13 or older,7.39,19501.0,2124.0,1727.0,174.0,Fridays at 01:58 (JST),Spring,2016
11045,Mob Psycho 100,Mob Psycho 100,モブサイコ100,TV,Web manga,Warner Bros. Japan,Comedy,Bones,12.0,24 min per ep,PG-13 - Teens 13 or older,8.5,338642.0,106.0,70.0,11869.0,Tuesdays at 00:00 (JST),Summer,2016
11047,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,Danganronpa 3: The End of Hope's Peak High School - Future Arc,ダンガンロンパ3 -The End of 希望ヶ峰学園- 未来編,TV,Game,,Horror,Lerche,12.0,24 min per ep,R - 17+ (violence & profanity),7.61,76053.0,1335.0,577.0,1320.0,Mondays at 23:00 (JST),Summer,2016
11054,Koukaku no Pandora,Pandora in the Crimson Shell,紅殻のパンドラ,TV,Manga,Lantis,Action,Studio Gokumi,12.0,24 min per ep,PG-13 - Teens 13 or older,6.58,11179.0,5449.0,2122.0,76.0,Fridays at 23:00 (JST),Winter,2016
11064,Teekyuu 7,Teekyu 7,てーきゅう 7期,TV,Manga,DAX Production,Sports,Millepensee,12.0,2 min per ep,PG-13 - Teens 13 or older,6.78,5585.0,4533.0,3884.0,14.0,Tuesdays at 01:05 (JST),Winter,2016
11072,Kuromukuro,Kuromukuro,クロムクロ,TV,Original,Sotsu,Mecha,P.A. Works,26.0,24 min per ep,R - 17+ (violence & profanity),7.33,32930.0,2351.0,1112.0,302.0,Thursdays at 21:00 (JST),Spring,2016
11083,Renai Boukun,Love Tyrant,恋愛暴君,TV,Web manga,TV Tokyo,School,EMT²,12.0,23 min per ep,PG-13 - Teens 13 or older,6.88,78433.0,4113.0,534.0,422.0,Fridays at 02:35 (JST),Spring,2017
11089,Dies Irae,Dies irae,Dies irae,TV,Visual novel,Genco,Magic,A.C.G.T.,11.0,23 min per ep,R - 17+ (violence & profanity),5.49,19965.0,8943.0,1072.0,152.0,Saturdays at 01:05 (JST),Fall,2017
11094,Shokugeki no Souma: Ni no Sara,Food Wars! The Second Plate,食戟のソーマ 弍ノ皿,TV,Manga,Dentsu,Ecchi,J.C.Staff,13.0,24 min per ep,PG-13 - Teens 13 or older,8.44,278368.0,144.0,113.0,2526.0,Saturdays at 22:00 (JST),Summer,2016
11105,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,Active Raid Second,アクティヴレイド　－機動強襲室第八係－ 2nd,TV,Original,Sotsu,Mecha,Production IMS,12.0,24 min per ep,PG-13 - Teens 13 or older,6.46,5625.0,5938.0,3298.0,13.0,Mondays at 00:30 (JST),Summer,2016
11128,D.Gray-man Hallow,D.Gray-man HALLOW,ディー・グレイマン ハロー,TV,Manga,TV Tokyo,Action,TMS Entertainment,13.0,24 min per ep,R - 17+ (violence & profanity),7.89,45831.0,714.0,810.0,999.0,Tuesdays at 01:35 (JST),Summer,2016
11131,Berserk,Berserk,ベルセルク,TV,Manga,WOWOW,Supernatural,Millepensee,12.0,24 min per ep,R+ - Mild Nudity,6.67,77451.0,5005.0,546.0,1194.0,Fridays at 22:30 (JST),Summer,2016
11139,KochinPa!,Cotin PA!,コチンPa！,TV,Other,,Comedy,,12.0,15 sec per ep,G - All Ages,4.38,496.0,10162.0,8354.0,0.0,Unknown,Winter,2016
11140,Mim Mam Mint,Mimmmmint,ミムマムミント,TV,Original,Tokyo MX,Comedy,Kachidoki Studio,4.0,Unknown,G - All Ages,4.0,14.0,12055.0,11147.0,2.0,Thursdays at 21:55 (JST),Winter,2016
11142,Clockwork Planet,Clockwork Planet,クロックワーク・プラネット,TV,Light novel,TBS,Sci-Fi,Xebec,12.0,24 min per ep,PG-13 - Teens 13 or older,6.58,34840.0,5431.0,949.0,298.0,Fridays at 01:58 (JST),Spring,2017
11150,Chibinacs 3,Chibinax 3,チビナックス3,TV,Other,,Comedy,,25.0,3 min per ep,G - All Ages,4.47,15.0,10636.0,14124.0,0.0,Tuesdays at 00:49 (JST),Summer,2008
11157,Mayoiga,The Lost Village,迷家-マヨイガ-,TV,Original,WOWOW,Horror,Diomedea,12.0,24 min per ep,R - 17+ (violence & profanity),5.64,77842.0,8648.0,590.0,251.0,Fridays at 22:30 (JST),Spring,2016
11159,Nora to Oujo to Noraneko Heart,"Nora, Princess, and Stray Cat",ノラと皇女と野良猫ハート,TV,Visual novel,Magic Capsule,Ecchi,W-Toon Studio,11.0,3 min per ep,R+ - Mild Nudity,5.43,9626.0,9094.0,2291.0,27.0,Wednesdays at 22:45 (JST),Summer,2017
11161,Usakame,Usakame,うさかめ,TV,Manga,DAX Production,Slice of Life,Millepensee,12.0,3 min per ep,PG-13 - Teens 13 or older,5.85,3882.0,8142.0,4262.0,5.0,Tuesdays at 01:05 (JST),Spring,2016
11171,Cheer Danshi!!,Cheer Boys!!,チア男子!!,TV,Novel,Bandai Visual,Drama,Brain's Base,12.0,24 min per ep,PG-13 - Teens 13 or older,6.82,15325.0,4320.0,1908.0,92.0,Tuesdays at 23:00 (JST),Summer,2016
11175,Days (TV),Days,DAYS,TV,Manga,Dentsu,Shounen,MAPPA,24.0,24 min per ep,PG-13 - Teens 13 or older,7.3,35785.0,2454.0,1144.0,334.0,Sundays at 02:58 (JST),Summer,2016
11181,Love Live! Sunshine!!,Love Live! Sunshine!!,ラブライブ！サンシャイン!!,TV,Other,Bandai Visual,Slice of Life,Sunrise,13.0,24 min per ep,PG-13 - Teens 13 or older,7.52,46627.0,1606.0,981.0,2082.0,Saturdays at 22:30 (JST),Summer,2016
